village,HHnum_in_village,hohreligion,castesubcaste,rooftype1,rooftype2,rooftype3,rooftype4,rooftype5,room_no,bed_no,electricity,latrine,ownrent,leader,adopt
20,51,HINDUISM,OBC,0,0,1,0,0,4,2,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
20,52,HINDUISM,OBC,0,0,0,0,1,3,1,"Yes, Private",Owned,RENTED,0,0
20,53,HINDUISM,OBC,0,0,0,0,1,4,1,"Yes, Government",None,OWNED,0,0
20,54,HINDUISM,GENERAL,0,0,1,0,0,3,0,"Yes, Private",None,OWNED,1,0
20,55,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,1,0,"Yes, Private",Owned,RENTED,0,0
20,56,HINDUISM,SCHEDULE TRIBE,0,0,0,1,0,2,1,"Yes, Private",Owned,RENTED,0,0
20,57,HINDUISM,OBC,0,0,1,0,0,2,1,"Yes, Government",None,OWNED,0,0
20,58,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Private",Owned,RENTED,0,0
20,59,HINDUISM,OBC,0,0,1,0,0,3,3,"Yes, Private",None,OWNED,0,0
20,60,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,1,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,1
20,61,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,0
20,62,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,1,0,No,None,OWNED,0,0
20,63,HINDUISM,GENERAL,0,0,1,0,0,1,1,"Yes, Private",Owned,OWNED,0,0
20,64,HINDUISM,SCHEDULE TRIBE,0,0,0,1,0,3,0,"Yes, Private",None,OWNED,0,1
20,65,HINDUISM,SCHEDULE TRIBE,0,0,0,1,0,6,2,"Yes, Private",Owned,OWNED,0,1
20,66,HINDUISM,OBC,0,0,0,1,0,1,1,"Yes, Private",None,OWNED,0,0
20,67,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,3,3,"Yes, Private",None,OWNED,0,0
20,68,ISLAM,MINORITY,0,0,1,0,0,2,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,1
20,69,HINDUISM,OBC,0,0,1,0,0,1,1,"Yes, Government",None,OWNED,0,0
20,70,HINDUISM,OBC,0,0,0,0,1,2,2,"Yes, Private",None,OWNED,0,0
20,71,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,1
20,72,HINDUISM,SCHEDULE TRIBE,0,0,1,0,0,2,0,"Yes, Government",None,OWNED,1,0
20,73,HINDUISM,SCHEDULE TRIBE,0,0,1,0,0,3,2,"Yes, Private",None,OWNED,1,0
20,74,ISLAM,OBC,0,1,0,0,0,3,1,"Yes, Private",Owned,OWNED,0,0
20,75,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,2,0,No,None,RENTED,0,1
20,76,HINDUISM,OBC,0,0,1,0,0,2,1,"Yes, Private",None,OWNED,0,0
20,77,HINDUISM,SCHEDULE TRIBE,0,0,1,0,0,2,2,"Yes, Government",None,OWNED,0,0
20,78,HINDUISM,SCHEDULE TRIBE,0,0,1,0,0,2,2,"Yes, Private",None,OWNED,1,0
20,79,HINDUISM,SCHEDULE TRIBE,0,1,1,0,0,3,1,"Yes, Government",None,GIVEN BY GOVERNMENT,0,1
20,80,HINDUISM,OBC,0,0,1,0,0,3,2,"Yes, Private",None,OWNED,0,0
20,81,HINDUISM,OBC,0,1,0,0,0,2,3,"Yes, Government",None,OWNED,0,0
20,82,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,3,2,No,None,OWNED,0,1
20,83,HINDUISM,SCHEDULE CASTE,0,1,0,0,0,1,0,No,None,OWNED,0,0
20,84,HINDUISM,GENERAL,0,0,1,0,0,2,0,"Yes, Government",None,OWNED,0,0
20,85,HINDUISM,SCHEDULE TRIBE,1,0,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
20,86,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,1,0
20,87,HINDUISM,GENERAL,0,0,1,0,0,3,2,"Yes, Private",Owned,OWNED,0,0
20,88,HINDUISM,OBC,0,0,1,0,0,3,1,"Yes, Private",Owned,OWNED,0,0
20,89,HINDUISM,GENERAL,0,0,1,0,0,2,1,"Yes, Private",Owned,OWNED,0,1
20,90,HINDUISM,GENERAL,0,0,1,0,0,3,2,"Yes, Private",None,OWNED,1,0
20,91,HINDUISM,GENERAL,0,0,0,1,0,2,1,"Yes, Private",None,OWNED,0,0
20,92,HINDUISM,OBC,0,0,0,1,0,4,0,"Yes, Private",Owned,OWNED,0,0
20,93,HINDUISM,GENERAL,0,0,0,1,0,1,0,"Yes, Private",None,OWNED,0,0
20,94,HINDUISM,GENERAL,0,0,1,0,0,2,0,"Yes, Private",Owned,OWNED,0,0
20,95,HINDUISM,GENERAL,0,0,0,0,1,4,2,"Yes, Private",Owned,OWNED,0,0
20,96,HINDUISM,GENERAL,0,0,1,0,0,2,0,"Yes, Private",None,RENTED,0,0
20,97,HINDUISM,GENERAL,0,0,1,0,0,2,0,"Yes, Private",None,RENTED,0,0
20,98,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,2,2,No,None,OWNED,0,1
20,99,HINDUISM,GENERAL,0,0,0,1,0,1,1,"Yes, Private",None,OWNED,0,0
20,100,HINDUISM,GENERAL,0,0,0,0,1,5,5,"Yes, Private",Owned,OWNED,1,0
20,101,HINDUISM,OBC,0,0,0,0,1,2,0,"Yes, Private",Owned,RENTED,0,0
20,102,HINDUISM,GENERAL,0,0,0,0,1,2,0,"Yes, Private",Owned,RENTED,0,0
20,103,HINDUISM,GENERAL,0,0,0,0,1,3,1,"Yes, Private",Owned,RENTED,0,0
20,104,HINDUISM,GENERAL,0,0,0,0,1,3,2,"Yes, Private",Owned,RENTED,0,0
20,105,HINDUISM,GENERAL,0,0,1,0,0,1,1,No,None,GIVEN BY GOVERNMENT,0,0
20,106,HINDUISM,GENERAL,0,0,1,0,0,1,1,No,None,GIVEN BY GOVERNMENT,0,0
20,107,HINDUISM,OBC,0,0,1,0,0,8,1,"Yes, Private",Owned,OWNED,0,0
20,108,HINDUISM,GENERAL,0,0,0,0,1,7,3,"Yes, Private",Owned,OWNED,0,0
20,109,HINDUISM,GENERAL,0,0,0,0,1,4,2,"Yes, Private",Owned,OWNED,0,0
20,110,HINDUISM,GENERAL,0,0,0,1,0,4,3,"Yes, Private",None,OWNED,0,0
20,111,HINDUISM,GENERAL,0,0,1,0,0,3,2,"Yes, Government",None,OWNED,0,0
20,112,HINDUISM,OBC,0,0,1,0,0,1,0,"Yes, Government",None,OWNED,0,0
20,113,HINDUISM,SCHEDULE TRIBE,0,0,1,1,0,2,0,"Yes, Government",None,OWNED,0,0
20,114,HINDUISM,SCHEDULE TRIBE,0,0,1,0,0,1,0,"Yes, Private",Owned,OWNED,0,0
20,115,HINDUISM,SCHEDULE TRIBE,0,0,1,0,0,4,2,"Yes, Private",None,OWNED,0,0
20,116,HINDUISM,OBC,0,0,0,1,0,2,0,"Yes, Private",None,OWNED,0,1
20,117,HINDUISM,OBC,0,0,0,0,1,5,5,"Yes, Private",Owned,OWNED,0,0
20,118,HINDUISM,OBC,0,0,1,0,0,2,1,"Yes, Government",None,OWNED,0,0
20,119,HINDUISM,OBC,0,0,1,0,0,3,2,"Yes, Private",Owned,OWNED,0,0
20,120,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,1,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
20,121,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,1,0,"Yes, Government",None,OWNED,0,0
20,122,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Government",None,OWNED,0,0
20,123,HINDUISM,OBC,0,0,1,0,0,2,1,"Yes, Government",None,OWNED,1,0
20,124,HINDUISM,SCHEDULE TRIBE,0,0,1,0,0,3,2,"Yes, Private",None,OWNED,0,0
20,125,HINDUISM,SCHEDULE TRIBE,0,0,1,1,0,2,0,"Yes, Private",None,OWNED,1,1
20,126,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,3,1,"Yes, Government",Owned,OWNED,1,0
20,127,HINDUISM,SCHEDULE TRIBE,0,0,1,0,0,3,3,"Yes, Government",None,OWNED,0,1
20,128,HINDUISM,OBC,0,0,0,0,0,3,3,"Yes, Government",None,OWNED,0,0
20,129,HINDUISM,GENERAL,0,0,0,0,1,5,4,"Yes, Private",Owned,OWNED,1,0
20,130,HINDUISM,GENERAL,0,0,0,0,0,3,1,"Yes, Private",None,OWNED,0,0
20,131,HINDUISM,GENERAL,0,0,1,0,0,4,4,"Yes, Private",Owned,OWNED,0,0
20,132,HINDUISM,SCHEDULE TRIBE,0,0,1,0,0,3,0,"Yes, Government",None,OWNED,0,0
20,133,HINDUISM,OBC,0,0,0,0,1,1,0,"Yes, Private",None,RENTED,0,0
20,134,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Private",None,RENTED,0,0
20,135,HINDUISM,OBC,0,0,0,0,1,1,0,"Yes, Private",None,RENTED,0,1
20,136,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Private",None,RENTED,0,1
20,137,HINDUISM,OBC,0,0,0,0,0,3,0,"Yes, Private",None,OWNED,0,0
20,138,HINDUISM,OBC,0,0,1,0,0,4,3,"Yes, Private",Owned,OWNED,0,0
20,139,HINDUISM,OBC,0,0,1,0,0,4,2,"Yes, Private",Owned,OWNED,0,0
20,140,HINDUISM,OBC,0,0,1,0,0,2,2,"Yes, Private",None,OWNED,1,0
20,141,HINDUISM,OBC,0,0,1,0,0,4,2,"Yes, Private",Owned,OWNED,0,0
20,142,HINDUISM,OBC,0,0,1,0,0,3,3,"Yes, Government",Owned,OWNED,1,1
20,143,HINDUISM,OBC,0,0,1,0,0,3,2,"Yes, Private",Owned,OWNED,0,0
20,144,HINDUISM,OBC,0,0,0,0,0,3,0,"Yes, Government",Owned,OWNED,1,1
20,145,HINDUISM,GENERAL,0,0,0,0,0,2,2,"Yes, Private",None,OWNED,0,0
20,146,HINDUISM,SCHEDULE TRIBE,0,0,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
20,147,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,1,0
20,148,HINDUISM,GENERAL,0,0,0,0,0,2,0,"Yes, Private",Owned,OWNED,0,0
20,149,HINDUISM,GENERAL,0,0,0,0,0,2,0,"Yes, Private",Owned,OWNED,0,1
20,150,HINDUISM,SCHEDULE CASTE,0,0,0,0,0,4,3,"Yes, Private",None,OWNED,0,0
20,151,HINDUISM,OBC,0,0,1,0,0,1,1,N/A,Common,OWNED,0,1
20,152,HINDUISM,OBC,0,0,1,0,0,2,2,"Yes, Government",None,OWNED,0,0
20,153,HINDUISM,OBC,0,0,0,1,0,2,0,"Yes, Government",None,OWNED,1,0
20,154,HINDUISM,OBC,0,0,1,0,0,1,0,"Yes, Government",None,OWNED,0,0
20,155,HINDUISM,OBC,0,0,0,1,0,1,0,"Yes, Government",None,OWNED,0,1
20,156,HINDUISM,GENERAL,0,0,1,0,0,2,1,"Yes, Private",Owned,OWNED,0,0
20,157,HINDUISM,GENERAL,0,0,1,0,0,2,1,"Yes, Private",Owned,OWNED,0,0
20,158,HINDUISM,GENERAL,0,0,0,0,0,3,2,"Yes, Government",None,OWNED,0,0
20,159,HINDUISM,GENERAL,0,0,0,1,0,4,5,"Yes, Private",Owned,OWNED,0,0
20,160,HINDUISM,GENERAL,0,0,1,0,0,3,1,"Yes, Private",Owned,OWNED,0,0
20,161,HINDUISM,GENERAL,0,0,0,0,0,3,4,"Yes, Private",Owned,OWNED,1,0
20,162,HINDUISM,GENERAL,0,0,0,1,0,1,0,No,Owned,OWNED,0,0
20,163,HINDUISM,GENERAL,0,0,1,0,0,3,3,"Yes, Private",Owned,OWNED,0,0
20,164,HINDUISM,GENERAL,0,0,1,0,0,6,5,"Yes, Private",Owned,OWNED,1,0
20,165,HINDUISM,OBC,0,0,1,0,0,3,1,"Yes, Private",Owned,OWNED,1,0
20,166,HINDUISM,GENERAL,0,0,1,0,0,2,2,"Yes, Private",None,OWNED,0,0
20,167,HINDUISM,GENERAL,0,0,1,0,0,3,3,"Yes, Private",Owned,OWNED,0,0
20,168,HINDUISM,GENERAL,0,0,1,0,0,3,0,"Yes, Private",None,OWNED,1,0
20,169,HINDUISM,OBC,0,0,1,0,0,1,0,"Yes, Government",None,OWNED,1,1
20,170,HINDUISM,GENERAL,0,0,1,0,0,1,0,"Yes, Government",None,OWNED,1,1
20,171,HINDUISM,GENERAL,0,0,1,0,0,2,1,"Yes, Private",None,OWNED,1,1
20,172,HINDUISM,GENERAL,0,0,1,0,0,10,6,"Yes, Private",Owned,OWNED,0,0
20,173,HINDUISM,OBC,0,0,0,0,0,4,0,"Yes, Private",Owned,OWNED,1,0
20,174,HINDUISM,GENERAL,0,0,0,0,1,5,2,"Yes, Private",Owned,OWNED,0,0
20,175,HINDUISM,GENERAL,0,0,0,0,0,2,0,"Yes, Private",Owned,OWNED,0,0
20,176,HINDUISM,SCHEDULE TRIBE,0,0,0,0,0,1,0,"Yes, Private",None,RENTED,0,0
20,177,HINDUISM,OBC,0,0,0,0,0,2,2,"Yes, Government",None,OWNED,0,0
20,178,HINDUISM,GENERAL,0,0,1,0,0,4,3,"Yes, Private",None,OWNED,0,0
20,179,HINDUISM,GENERAL,0,0,1,0,0,4,3,"Yes, Private",None,RENTED,0,0
20,180,HINDUISM,OBC,0,0,1,0,0,3,0,No,None,OWNED,0,0
20,181,HINDUISM,GENERAL,0,0,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
20,182,HINDUISM,OBC,0,0,0,0,0,3,0,"Yes, Private",None,OWNED,0,0
20,183,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,0,0
20,184,HINDUISM,OBC,0,0,0,0,0,1,0,"Yes, Private",None,OWNED,0,0
20,185,HINDUISM,OBC,0,0,0,0,0,2,0,No,None,OWNED,0,0
20,186,HINDUISM,OBC,0,0,0,0,0,1,0,"Yes, Private",None,OWNED,0,0
20,187,HINDUISM,OBC,0,0,0,0,0,1,0,"Yes, Private",None,OWNED,0,0
20,188,HINDUISM,OBC,0,0,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
20,189,HINDUISM,GENERAL,0,0,1,0,0,3,3,"Yes, Private",Owned,OWNED,1,0
20,190,HINDUISM,GENERAL,0,0,0,0,1,3,1,"Yes, Private",Owned,RENTED,0,0
20,191,HINDUISM,GENERAL,0,0,0,0,1,5,4,"Yes, Private",Owned,OWNED,1,1
20,192,HINDUISM,GENERAL,0,0,1,0,0,3,1,"Yes, Private",Owned,OWNED,0,0
20,193,HINDUISM,GENERAL,0,0,1,1,0,4,2,"Yes, Private",Owned,OWNED,0,0
20,194,HINDUISM,GENERAL,0,0,1,0,0,4,1,"Yes, Private",Owned,OWNED,0,0
20,195,HINDUISM,GENERAL,0,0,0,0,0,5,4,"Yes, Private",Owned,OWNED,1,0
20,196,CHRISTIANITY,MINORITY,0,0,1,0,0,3,3,"Yes, Private",Owned,OWNED,0,0
20,197,HINDUISM,GENERAL,0,0,1,0,0,3,3,"Yes, Private",None,OWNED,0,0
20,198,HINDUISM,GENERAL,0,0,0,0,1,5,3,"Yes, Private",Owned,OWNED,0,0
20,199,HINDUISM,GENERAL,0,0,0,0,0,3,0,"Yes, Private",Owned,OWNED,0,0
20,200,HINDUISM,OBC,0,0,1,0,0,3,0,"Yes, Government",None,OWNED,0,0
20,201,HINDUISM,OBC,0,0,0,0,0,2,0,"Yes, Private",Owned,OWNED,0,0
20,202,HINDUISM,GENERAL,0,0,1,0,0,4,2,"Yes, Private",Owned,OWNED,0,0
20,203,HINDUISM,OBC,0,0,0,1,0,5,3,"Yes, Private",None,OWNED,0,0
20,204,HINDUISM,OBC,0,0,0,0,0,4,2,"Yes, Private",Owned,OWNED,0,1
20,205,HINDUISM,GENERAL,0,0,0,1,0,3,0,"Yes, Private",None,OWNED,1,0
20,206,HINDUISM,GENERAL,0,0,1,0,0,4,4,"Yes, Private",Owned,OWNED,0,0
20,207,HINDUISM,GENERAL,0,0,1,0,0,2,0,"Yes, Private",Owned,OWNED,0,0
20,208,HINDUISM,OBC,0,0,1,0,0,6,3,"Yes, Private",Owned,OWNED,0,0
20,209,HINDUISM,GENERAL,0,0,1,0,0,3,3,"Yes, Private",Owned,OWNED,0,0
20,210,HINDUISM,GENERAL,0,0,1,0,0,4,2,"Yes, Private",Owned,OWNED,0,1
20,211,HINDUISM,GENERAL,0,0,1,0,0,4,1,"Yes, Private",Owned,OWNED,0,0
20,212,HINDUISM,GENERAL,0,0,0,0,1,4,2,"Yes, Private",Owned,OWNED,0,0
20,213,HINDUISM,OBC,0,0,1,0,0,2,2,"Yes, Private",Owned,OWNED,0,0
20,214,HINDUISM,SCHEDULE TRIBE,0,0,1,0,0,3,0,"Yes, Private",Owned,RENTED,0,0
20,215,HINDUISM,OBC,0,0,1,0,0,2,2,"Yes, Private",Owned,OWNED,1,0
20,216,HINDUISM,OBC,0,1,0,0,0,1,0,"Yes, Private",None,OWNED,0,0
20,217,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,0,0
20,218,HINDUISM,OBC,0,0,1,0,0,1,0,"Yes, Private",None,OWNED,0,0
20,219,HINDUISM,OBC,0,0,1,0,0,3,1,"Yes, Government",None,OWNED,1,0
20,220,HINDUISM,OBC,0,0,1,0,0,2,6,"Yes, Private",Owned,OWNED,0,0
20,221,HINDUISM,OBC,0,0,1,0,0,2,1,"Yes, Government",None,GIVEN BY GOVERNMENT,0,1
20,222,HINDUISM,GENERAL,0,0,1,0,0,6,6,"Yes, Private",Owned,OWNED,1,1
20,223,HINDUISM,SCHEDULE TRIBE,0,0,1,0,0,3,2,"Yes, Private",Owned,OWNED,0,1
20,224,HINDUISM,OBC,0,0,0,0,0,2,1,"Yes, Private",Owned,LEASED,0,0
20,225,HINDUISM,OBC,0,0,1,0,0,3,2,"Yes, Private",None,OWNED,1,0
20,226,HINDUISM,SCHEDULE TRIBE,0,1,0,0,0,2,0,"Yes, Private",Common,RENTED,0,0
20,227,HINDUISM,OBC,0,0,1,0,0,3,2,"Yes, Private",Owned,RENTED,0,0
20,228,HINDUISM,SCHEDULE CASTE,0,0,0,1,0,4,0,"Yes, Government",Owned,GIVEN BY GOVERNMENT,0,0
20,229,HINDUISM,SCHEDULE TRIBE,0,0,1,0,0,2,1,"Yes, Government",Owned,OWNED,0,0
20,230,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,1,0,"Yes, Private",Owned,OWNED,0,0
20,231,HINDUISM,GENERAL,0,0,0,0,0,2,0,"Yes, Private",None,RENTED,0,0
20,232,HINDUISM,OBC,0,0,0,0,1,8,4,"Yes, Private",Owned,OWNED,0,0
20,233,HINDUISM,OBC,0,0,1,0,0,3,2,"Yes, Private",Owned,OWNED,0,1
20,234,HINDUISM,GENERAL,0,0,0,0,1,4,1,"Yes, Private",Owned,OWNED,1,0
20,235,HINDUISM,GENERAL,0,0,1,0,0,3,1,"Yes, Private",Owned,OWNED,0,0
20,236,HINDUISM,GENERAL,0,0,1,0,0,4,2,"Yes, Private",Owned,OWNED,0,0
20,237,HINDUISM,GENERAL,0,0,1,0,0,3,2,"Yes, Private",Owned,OWNED,0,0
20,238,HINDUISM,GENERAL,0,0,0,0,0,3,1,"Yes, Private",Owned,OWNED,0,0
20,239,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Government",None,OWNED,0,0
20,240,HINDUISM,OBC,0,0,1,0,0,4,2,"Yes, Private",Owned,OWNED,0,0
20,241,HINDUISM,OBC,0,0,1,0,0,2,2,"Yes, Private",None,OWNED,0,0
20,242,HINDUISM,GENERAL,0,0,0,1,0,3,1,"Yes, Private",Owned,OWNED,1,0
20,243,HINDUISM,GENERAL,0,0,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
20,244,HINDUISM,GENERAL,0,0,1,0,0,3,0,"Yes, Private",None,OWNED,1,0
20,245,HINDUISM,GENERAL,0,0,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
20,246,HINDUISM,GENERAL,0,0,1,0,0,2,2,"Yes, Private",None,OWNED,0,0
20,247,HINDUISM,GENERAL,0,0,1,0,0,5,4,"Yes, Private",None,OWNED,0,0
20,248,HINDUISM,OBC,0,0,1,0,0,4,4,"Yes, Private",Owned,OWNED,1,1
20,249,HINDUISM,OBC,0,0,1,0,0,4,0,"Yes, Private",Owned,OWNED,0,0
20,250,HINDUISM,OBC,0,0,0,0,0,1,1,"Yes, Government",None,OWNED,0,1
20,251,HINDUISM,GENERAL,0,0,1,0,0,6,2,"Yes, Private",Owned,OWNED,1,1
20,252,HINDUISM,OBC,0,0,0,0,0,1,0,"Yes, Government",None,OWNED,0,1
20,253,HINDUISM,OBC,0,0,0,0,0,2,0,"Yes, Private",Owned,OWNED,0,0
20,254,HINDUISM,OBC,0,0,0,0,0,3,2,"Yes, Private",Owned,OWNED,0,1
20,255,HINDUISM,OBC,0,0,0,0,0,4,2,"Yes, Private",Owned,OWNED,0,1
20,256,HINDUISM,SCHEDULE CASTE,0,0,0,0,0,4,2,"Yes, Government",None,OWNED,0,1
20,257,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,3,1,"Yes, Government",None,OWNED,1,0
20,258,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,4,1,"Yes, Government",None,OWNED,0,1
20,259,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,4,1,"Yes, Private",None,OWNED,0,1
20,260,HINDUISM,OBC,0,0,0,1,0,2,3,"Yes, Private",None,OWNED,0,0
20,261,HINDUISM,OBC,0,0,0,1,0,2,2,"Yes, Government",None,OWNED,0,0
20,262,HINDUISM,OBC,0,0,1,0,0,3,2,"Yes, Private",Owned,OWNED,0,0
20,263,HINDUISM,OBC,0,0,1,0,0,5,3,"Yes, Private",Owned,OWNED,0,0
20,264,HINDUISM,OBC,0,0,1,0,0,4,0,"Yes, Private",None,OWNED,0,0
20,265,HINDUISM,OBC,0,0,1,0,0,4,2,"Yes, Private",None,OWNED,0,0
20,266,HINDUISM,OBC,0,0,1,0,0,1,1,"Yes, Private",None,RENTED,1,0
20,267,HINDUISM,GENERAL,0,0,0,1,0,5,5,"Yes, Private",None,OWNED,0,0
20,268,HINDUISM,OBC,0,0,0,0,0,3,6,"Yes, Government",None,OWNED,0,0
20,269,HINDUISM,OBC,0,0,1,0,0,2,2,"Yes, Private",None,OWNED,0,0
20,270,HINDUISM,OBC,0,0,0,1,0,2,1,"Yes, Private",None,OWNED,0,0
20,271,HINDUISM,OBC,0,0,1,0,0,6,10,"Yes, Private",Owned,OWNED,0,1
20,272,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Private",Owned,OWNED,1,0
20,273,HINDUISM,OBC,0,0,1,0,0,3,3,"Yes, Private",Owned,OWNED,0,0
20,274,HINDUISM,SCHEDULE TRIBE,0,0,1,0,0,2,0,"Yes, Government",None,OWNED,0,1
20,275,HINDUISM,OBC,0,0,1,0,0,3,0,"Yes, Private",Owned,OWNED,1,0
20,276,HINDUISM,SCHEDULE TRIBE,0,0,1,0,0,3,3,No,None,RENTED,0,0
20,277,HINDUISM,OBC,0,0,1,0,0,3,2,"Yes, Private",None,OWNED,1,0
20,278,HINDUISM,OBC,0,0,1,0,0,3,1,"Yes, Private",None,OWNED,0,0
20,279,HINDUISM,OBC,0,0,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
20,280,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,0,0
20,281,HINDUISM,OBC,0,0,1,0,0,2,0,"Yes, Private",None,OWNED,0,0
20,282,HINDUISM,OBC,0,0,1,0,0,3,3,"Yes, Private",None,OWNED,0,0
20,283,HINDUISM,OBC,0,0,0,1,0,4,0,"Yes, Private",None,OWNED,0,0
20,284,HINDUISM,OBC,0,0,0,1,0,2,3,"Yes, Government",None,OWNED,0,0
20,285,HINDUISM,SCHEDULE CASTE,0,0,1,0,0,4,2,"Yes, Government",None,OWNED,0,0
20,286,HINDUISM,OBC,0,0,0,1,0,1,0,No,None,OWNED,1,1
20,287,HINDUISM,OBC,0,0,0,1,0,2,0,No,None,OWNED,0,1
21,1,HINDUISM,OBC,0,1,0,0,0,4,4,"Yes, Private",None,OWNED,0,0
21,2,HINDUISM,OBC,0,1,0,0,0,3,2,"Yes, Government",None,LEASED,0,0
21,3,HINDUISM,OBC,0,1,0,0,0,2,1,"Yes, Government",None,OWNED,0,0
21,4,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,0
21,5,HINDUISM,OBC,0,1,0,0,0,2,0,No,None,OWNED,0,1
21,6,HINDUISM,OBC,0,1,0,0,0,3,1,"Yes, Private",None,OWNED,0,0
21,7,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,0
21,8,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,1,0
21,9,HINDUISM,OBC,0,1,0,0,0,3,0,"Yes, Government",None,OWNED,0,0
21,10,HINDUISM,OBC,0,1,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
21,11,HINDUISM,OBC,0,1,0,0,0,2,2,"Yes, Private",None,OWNED,0,0
21,12,HINDUISM,OBC,0,1,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
21,13,HINDUISM,OBC,0,1,0,0,0,3,1,"Yes, Private",Owned,OWNED,1,0
21,14,HINDUISM,OBC,0,1,0,0,0,1,1,"Yes, Private",Owned,OWNED,0,0
21,15,HINDUISM,OBC,0,1,0,0,0,4,3,"Yes, Private",None,OWNED,0,1
21,16,HINDUISM,OBC,0,1,0,0,0,4,2,"Yes, Private",Owned,OWNED,1,1
21,17,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,1
21,18,HINDUISM,OBC,0,1,0,0,0,1,0,No,None,OWNED,0,0
21,19,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,0
21,20,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,1
21,21,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",Owned,OWNED,0,1
21,22,HINDUISM,OBC,0,1,0,0,0,2,1,"Yes, Government",Owned,OWNED,0,0
21,23,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,1
21,24,HINDUISM,OBC,0,1,0,0,0,1,0,"Yes, Government",None,OWNED,0,0
21,25,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Private",None,OWNED,0,0
21,26,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,0
21,27,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,1
21,28,HINDUISM,OBC,0,1,0,0,0,4,2,"Yes, Private",Owned,OWNED,0,1
21,29,HINDUISM,GENERAL,0,1,0,0,0,1,2,"Yes, Government",None,OWNED,1,1
21,30,HINDUISM,OBC,0,1,0,0,0,1,2,"Yes, Government",None,OWNED,0,0
21,31,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,1
21,32,HINDUISM,OBC,0,1,0,0,0,4,1,"Yes, Private",Owned,OWNED,0,0
21,33,HINDUISM,OBC,0,0,1,0,0,3,1,"Yes, Private",Owned,OWNED,0,0
21,34,HINDUISM,OBC,0,1,0,0,0,3,1,"Yes, Private",None,OWNED,0,0
21,35,HINDUISM,OBC,0,0,0,0,1,5,5,"Yes, Private",Owned,OWNED,0,1
21,36,HINDUISM,OBC,0,1,0,0,0,2,0,"Yes, Government",None,OWNED,0,0
